dataset	line	edge_index	edge_id	from_stage	to_stage	left_hash	right_hash	pair_hash	residual_hash	left_nodes	right_nodes	left	right
loki_tiny.csv	13078	1	edge1_ordinary_p7e_loki_tiny_csv_13078	ordinary	p7e	a055f0cecbbdbbdc	a055f0cecbbdbbdc	5ba2833382f7eca3	351532dc1c1e754c	45	45	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (-0x1) * (v1 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (v0 & v1 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (v1 + 0x1 & (-0x2) + (-0x2) * v1)	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (-0x1) * (v1 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (v0 & v1 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (v1 + 0x1 & (-0x2) + (-0x2) * v1)
loki_tiny.csv	13078	2	edge2_p9l_loki_tiny_csv_13078	p7e	retained	a055f0cecbbdbbdc	22845ff142c4aa6c	64f7628ef21cb93f	98c87e785985ad7c	45	7	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (-0x1) * (v1 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (v0 & v1 & v1 + 0x1 & (-0x2) + (-0x2) * v1) + (v1 + 0x1 & (-0x2) + (-0x2) * v1)	v0 + v1 + (-0x1) * (v0 & v1)
loki_tiny.csv	13174	0	edge0_source_ordinary_loki_tiny_csv_13174	source	ordinary	f8189a9c5865a4c2	40c3d6831dca013e	a364fa265a8d9615	0323719abc91fc5a	49	48	~ (~ (v0 | ~ (~ (~ ((~ v0 ^ v0 + (-0x1) * (v0 + (-0x1) * ~ v0)) & v0 + (-0x1) * (v0 + (-0x1) * ~ v0)) & v0 + (-0x1) * (v0 + ((-0x1) * ~ v0 | v0 & ~ v0 + ~ v0))))) | ~ (v0 | v1))	v0 + (-0x1) * (v0 & v1 & (-0x1) + (-0x1) * v0 + (-0x1) * (v0 & (-0x2) + (-0x2) * v0) + (v0 & v0 + 0x1 & (-0x2) + (-0x2) * v0)) + (v1 & (-0x1) + (-0x1) * v0 + (-0x1) * (v0 & (-0x2) + (-0x2) * v0) + (v0 & v0 + 0x1 & (-0x2) + (-0x2) * v0))
loki_tiny.csv	13174	1	edge1_ordinary_p7e_loki_tiny_csv_13174	ordinary	p7e	40c3d6831dca013e	40c3d6831dca013e	35ff83e09210bf4f	1e7a3a0c87543a00	48	48	v0 + (-0x1) * (v0 & v1 & (-0x1) + (-0x1) * v0 + (-0x1) * (v0 & (-0x2) + (-0x2) * v0) + (v0 & v0 + 0x1 & (-0x2) + (-0x2) * v0)) + (v1 & (-0x1) + (-0x1) * v0 + (-0x1) * (v0 & (-0x2) + (-0x2) * v0) + (v0 & v0 + 0x1 & (-0x2) + (-0x2) * v0))	v0 + (-0x1) * (v0 & v1 & (-0x1) + (-0x1) * v0 + (-0x1) * (v0 & (-0x2) + (-0x2) * v0) + (v0 & v0 + 0x1 & (-0x2) + (-0x2) * v0)) + (v1 & (-0x1) + (-0x1) * v0 + (-0x1) * (v0 & (-0x2) + (-0x2) * v0) + (v0 & v0 + 0x1 & (-0x2) + (-0x2) * v0))
loki_tiny.csv	13174	2	edge2_p9l_loki_tiny_csv_13174	p7e	retained	40c3d6831dca013e	22845ff142c4aa6c	bb2e2166b22161ed	06ae92c7716af8ae	48	7	v0 + (-0x1) * (v0 & v1 & (-0x1) + (-0x1) * v0 + (-0x1) * (v0 & (-0x2) + (-0x2) * v0) + (v0 & v0 + 0x1 & (-0x2) + (-0x2) * v0)) + (v1 & (-0x1) + (-0x1) * v0 + (-0x1) * (v0 & (-0x2) + (-0x2) * v0) + (v0 & v0 + 0x1 & (-0x2) + (-0x2) * v0))	v0 + v1 + (-0x1) * (v0 & v1)
loki_tiny.csv	13238	0	edge0_source_ordinary_loki_tiny_csv_13238	source	ordinary	67441f2950002beb	54e9d8b2837362ea	3acd073e8314af10	72c0b0056f9617e5	92	27	((-0x1) * ~ ((-0x1) * v0 | (-0x1) * v0 + (-0x1) * ((-0x1) * v0 & (-0x1) * ~ v1)) + (v0 ^ (-0x1) * ((-0x1) * ~ v0 + ~ (v0 | ~ v1)))) + ((-0x1) * ((-0x1) * ~ ((-0x1) * v0 | (-0x1) * v0 + (-0x1) * ((-0x1) * v0 & (-0x1) * ~ v1)) + (v0 ^ (-0x1) * ((-0x1) * ~ v0 + ~ (v0 | ~ v1)))) + ((-0x1) * (((-0x1) * ~ ((-0x1) * v0 | (-0x1) * v0 + (-0x1) * ((-0x1) * v0 & (-0x1) * ~ v1)) + (v0 ^ (-0x1) * ((-0x1) * ~ v0 + ~ (v0 | ~ v1)))) + v1) + v1))	v1 + 0x2 * v0 + (-0x1) * (v0 & v1) + ((-0x1) * v0 & v1 + 0x1) + ((-0x1) * v0 & (-0x1) * v0 + (-0x1) * ((-0x1) * v0 & v1 + 0x1))
loki_tiny.csv	13238	1	edge1_ordinary_p7e_loki_tiny_csv_13238	ordinary	p7e	54e9d8b2837362ea	21feb9deab5d4a5a	03f04f5e1b4028b3	980a254a0d1df47c	27	9	v1 + 0x2 * v0 + (-0x1) * (v0 & v1) + ((-0x1) * v0 & v1 + 0x1) + ((-0x1) * v0 & (-0x1) * v0 + (-0x1) * ((-0x1) * v0 & v1 + 0x1))	(v0) + (v1) + (-0x1) * (v0 & v1)
loki_tiny.csv	13238	2	edge2_p7e_loki_tiny_csv_13238	p7e	retained	21feb9deab5d4a5a	21feb9deab5d4a5a	9c977222c6d7f5cf	d1b2899c6325d5f0	9	9	(v0) + (v1) + (-0x1) * (v0 & v1)	(v0) + (v1) + (-0x1) * (v0 & v1)
loki_tiny.csv	13752	0	edge0_source_ordinary_loki_tiny_csv_13752	source	ordinary	a1d757e9007344fa	3faae9d7110ce82e	a48e90494138c5a3	46c54e8989fd9cd4	37	131	(v0 | ((-0x1) * v1 + ~ ((-0x1) * v1 ^ v1 + v1 | v1 + v1) & v1 + v1 | (-0x1) * (v1 | v1 + (-0x1) * (v1 & ~ v1))) + (v1 + v1)) | v1	v0 + 0x2 * v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 + (-0x1) * (0x2 * v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1)) + (0x2 * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1))) + (-0x1) * (v1 & v1 + (-0x1) * (0x2 * v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1)) + (0x2 * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1))) + (-0x1) * (0x2 * v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1)) + (v0 & v1 & v1 + (-0x1) * (0x2 * v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1)) + (0x2 * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1))) + (0x2 * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1))
loki_tiny.csv	13752	1	edge1_ordinary_p7e_loki_tiny_csv_13752	ordinary	p7e	3faae9d7110ce82e	21feb9deab5d4a5a	de7ed92e7933963d	59a54949445dece2	131	9	v0 + 0x2 * v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 + (-0x1) * (0x2 * v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1)) + (0x2 * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1))) + (-0x1) * (v1 & v1 + (-0x1) * (0x2 * v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1)) + (0x2 * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1))) + (-0x1) * (0x2 * v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1)) + (v0 & v1 & v1 + (-0x1) * (0x2 * v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1)) + (0x2 * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1))) + (0x2 * v1 & (-0x1) + (-0x2) * v1 + (0x2 * v1 & (-0x1) * v1))	(v0) + (v1) + (-0x1) * (v0 & v1)
loki_tiny.csv	13752	2	edge2_p7e_loki_tiny_csv_13752	p7e	retained	21feb9deab5d4a5a	21feb9deab5d4a5a	9c977222c6d7f5cf	d1b2899c6325d5f0	9	9	(v0) + (v1) + (-0x1) * (v0 & v1)	(v0) + (v1) + (-0x1) * (v0 & v1)
loki_tiny.csv	14143	0	edge0_source_ordinary_loki_tiny_csv_14143	source	ordinary	65464b78cc3f3e83	ff6c232f18eba5d5	de2a3f0bee62b54f	33992762a1aea5f0	78	21	~ (~ v0 & ~ (~ (v0 & ~ (~ v0 | (-0x1) * v1) + (-0x1) * (v1 | v1 & v1 + ~ v1)) & (~ (v0 & ~ (~ v0 | (-0x1) * v1) + (-0x1) * (v1 | v1 & v1 + ~ v1)) ^ (v0 ^ ~ (v0 & ~ (~ v0 | (-0x1) * v1) + (-0x1) * (v1 | v1 & v1 + ~ v1))))) + ~ (~ ((-0x1) * v1 & ~ (v1 & v1 + v1))))	v1 + (v0 & (-0x1) + (-0x1) * v1 + (-0x1) * (v1 & 0x2 * v1 & (-0x1) * v1)) + (v1 & 0x2 * v1 & (-0x1) * v1)
loki_tiny.csv	14143	1	edge1_ordinary_p7e_loki_tiny_csv_14143	ordinary	p7e	ff6c232f18eba5d5	ff6c232f18eba5d5	5514a474bd3382c9	73e30faaa03d397e	21	21	v1 + (v0 & (-0x1) + (-0x1) * v1 + (-0x1) * (v1 & 0x2 * v1 & (-0x1) * v1)) + (v1 & 0x2 * v1 & (-0x1) * v1)	v1 + (v0 & (-0x1) + (-0x1) * v1 + (-0x1) * (v1 & 0x2 * v1 & (-0x1) * v1)) + (v1 & 0x2 * v1 & (-0x1) * v1)
loki_tiny.csv	14143	2	edge2_p9l_loki_tiny_csv_14143	p7e	retained	ff6c232f18eba5d5	22845ff142c4aa6c	82b432b06c9577ea	6e59e7cf4bfffe07	21	7	v1 + (v0 & (-0x1) + (-0x1) * v1 + (-0x1) * (v1 & 0x2 * v1 & (-0x1) * v1)) + (v1 & 0x2 * v1 & (-0x1) * v1)	v0 + v1 + (-0x1) * (v0 & v1)
loki_tiny.csv	14221	0	edge0_source_ordinary_loki_tiny_csv_14221	source	ordinary	1ae0dcee629d605f	78da9144414ba2dc	a407f767aaec529c	ecf94501b96ac43f	93	67	((~ (((-0x1) * (~ v0 & v1 | ~ (~ (v0 | v1))) & (v0 | v1) + (v0 | v1) | ~ (v0 | v1)) + (-0x1) * v1) ^ ~ (~ (((-0x1) * (~ v0 & v1 | ~ (~ (v0 | v1))) & (v0 | v1) + (v0 | v1) | ~ (v0 | v1)) + (-0x1) * v1) ^ (((-0x1) * (~ v0 & v1 | ~ (~ (v0 | v1))) & (v0 | v1) + (v0 | v1) | ~ (v0 | v1)) + (-0x1) * v1 ^ v1))) ^ v1) + (-0x1) * v1	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))
loki_tiny.csv	14221	1	edge1_ordinary_p7e_loki_tiny_csv_14221	ordinary	p7e	78da9144414ba2dc	78da9144414ba2dc	97cdd93f6f76579d	33732e1aae4b8c4a	67	67	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))
loki_tiny.csv	14221	2	edge2_p9l_loki_tiny_csv_14221	p7e	retained	78da9144414ba2dc	22845ff142c4aa6c	934359b3679d34fb	5563cccc5d8fc30a	67	7	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (-0x1) * (v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * v0 + 0x2 * v1 + (-0x2) * (v0 & v1) & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))	v0 + v1 + (-0x1) * (v0 & v1)
loki_tiny.csv	14369	0	edge0_source_ordinary_loki_tiny_csv_14369	source	ordinary	701f118054e14490	9d4620667e21ec3c	35795b55244ab921	50603346d2ff7b36	84	35	v0 + ((v0 & (v0 + (~ (~ ((-0x1) * v0 & ~ (v0 & v0 + v0))) + (v0 & v1)) | v0 & v1) | (v0 & (v0 + (~ (~ ((-0x1) * v0 & ~ (v0 & v0 + v0))) + (v0 & v1)) | v0 & v1)) & (-0x1) * (v0 & (v0 + (~ (~ ((-0x1) * v0 & ~ (v0 & v0 + ~ (~ (v0 | ~ (v0 | ~ v0)))))) + (v0 & v1)) | v0 & v1))) ^ v1)	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 & (-0x1) * (v0 & 0x2 * v0 & (-0x1) * v0) + (v0 & v1)) + (v0 & (-0x1) * (v0 & 0x2 * v0 & (-0x1) * v0) + (v0 & v1))
loki_tiny.csv	14369	1	edge1_ordinary_p7e_loki_tiny_csv_14369	ordinary	p7e	9d4620667e21ec3c	9d4620667e21ec3c	231fb093018b45ad	3300c75381c3d442	35	35	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 & (-0x1) * (v0 & 0x2 * v0 & (-0x1) * v0) + (v0 & v1)) + (v0 & (-0x1) * (v0 & 0x2 * v0 & (-0x1) * v0) + (v0 & v1))	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 & (-0x1) * (v0 & 0x2 * v0 & (-0x1) * v0) + (v0 & v1)) + (v0 & (-0x1) * (v0 & 0x2 * v0 & (-0x1) * v0) + (v0 & v1))
loki_tiny.csv	14369	2	edge2_p9l_loki_tiny_csv_14369	p7e	retained	9d4620667e21ec3c	22845ff142c4aa6c	93bf52a080d9757b	102dfd4b08e8ca52	35	7	v0 + v1 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & v1 & (-0x1) * (v0 & 0x2 * v0 & (-0x1) * v0) + (v0 & v1)) + (v0 & (-0x1) * (v0 & 0x2 * v0 & (-0x1) * v0) + (v0 & v1))	v0 + v1 + (-0x1) * (v0 & v1)
loki_tiny.csv	14497	0	edge0_source_ordinary_loki_tiny_csv_14497	source	ordinary	1498cffffadf1862	b9bf876ea62e06f4	6149bbb071d4cf15	47686e941960eb26	45	22	(v0 + (v1 ^ (~ (~ v1 + ((-0x1) * ~ v1 + ~ (v1 ^ ~ v1))) | (-0x1) * v1)) | ~ (~ ((-0x1) * ~ v1 & ~ ((-0x1) * ~ v1)))) + (-0x1) * ~ (v1 & ~ ((-0x1) * v1 & v1 + v1)) | v1	v0 + v1 + (-0x1) * (v1 & 0x2 * v1 & (-0x1) * v1) + (-0x1) * (v1 & v0 + (-0x1) * (v1 & 0x2 * v1 & (-0x1) * v1))
loki_tiny.csv	14497	1	edge1_ordinary_p7e_loki_tiny_csv_14497	ordinary	p7e	b9bf876ea62e06f4	b9bf876ea62e06f4	3deb398835c6a05b	4ea15d83e3aca4a4	22	22	v0 + v1 + (-0x1) * (v1 & 0x2 * v1 & (-0x1) * v1) + (-0x1) * (v1 & v0 + (-0x1) * (v1 & 0x2 * v1 & (-0x1) * v1))	v0 + v1 + (-0x1) * (v1 & 0x2 * v1 & (-0x1) * v1) + (-0x1) * (v1 & v0 + (-0x1) * (v1 & 0x2 * v1 & (-0x1) * v1))
loki_tiny.csv	14497	2	edge2_p9l_loki_tiny_csv_14497	p7e	retained	b9bf876ea62e06f4	22845ff142c4aa6c	b194b0077eb1164b	e8cdb412bf830254	22	7	v0 + v1 + (-0x1) * (v1 & 0x2 * v1 & (-0x1) * v1) + (-0x1) * (v1 & v0 + (-0x1) * (v1 & 0x2 * v1 & (-0x1) * v1))	v0 + v1 + (-0x1) * (v0 & v1)
loki_tiny.csv	14545	0	edge0_source_ordinary_loki_tiny_csv_14545	source	ordinary	7feacd7e0a5f1917	c97023925da1a56c	062203696d6f30f4	4e66167a12522995	39	40	~ v0 + (-0x1) * (((-0x1) * ((-0x1) * ~ v0 + (~ v0 + (v0 | v0 + v0))) | (-0x1) * (v0 & (v0 ^ ~ v0))) + ~ (~ (~ v0 | (-0x1) * (v0 & v1) + v1))) | v1	v1 + 0x4 * v0 + (-0x1) * (v0 & 0x2 * v0) + (-0x1) * (v1 & 0x4 * v0 + (-0x1) * (v0 & 0x2 * v0) + ((-0x1) * v0 & (-0x3) * v0 + (v0 & 0x2 * v0))) + ((-0x1) * v0 & (-0x3) * v0 + (v0 & 0x2 * v0))
loki_tiny.csv	14545	1	edge1_ordinary_p7e_loki_tiny_csv_14545	ordinary	p7e	c97023925da1a56c	c97023925da1a56c	a6ac0a6e3fe0c4c3	93d4faa4d807260c	40	40	v1 + 0x4 * v0 + (-0x1) * (v0 & 0x2 * v0) + (-0x1) * (v1 & 0x4 * v0 + (-0x1) * (v0 & 0x2 * v0) + ((-0x1) * v0 & (-0x3) * v0 + (v0 & 0x2 * v0))) + ((-0x1) * v0 & (-0x3) * v0 + (v0 & 0x2 * v0))	v1 + 0x4 * v0 + (-0x1) * (v0 & 0x2 * v0) + (-0x1) * (v1 & 0x4 * v0 + (-0x1) * (v0 & 0x2 * v0) + ((-0x1) * v0 & (-0x3) * v0 + (v0 & 0x2 * v0))) + ((-0x1) * v0 & (-0x3) * v0 + (v0 & 0x2 * v0))
loki_tiny.csv	14545	2	edge2_p9l_loki_tiny_csv_14545	p7e	retained	c97023925da1a56c	22845ff142c4aa6c	08e105ea2549072b	3862adcc27d95434	40	7	v1 + 0x4 * v0 + (-0x1) * (v0 & 0x2 * v0) + (-0x1) * (v1 & 0x4 * v0 + (-0x1) * (v0 & 0x2 * v0) + ((-0x1) * v0 & (-0x3) * v0 + (v0 & 0x2 * v0))) + ((-0x1) * v0 & (-0x3) * v0 + (v0 & 0x2 * v0))	v0 + v1 + (-0x1) * (v0 & v1)
loki_tiny.csv	16073	0	edge0_source_ordinary_loki_tiny_csv_16073	source	ordinary	fa69cb27569f28f2	6eb8567fc108a341	2c46d6b09e44e52c	a2f965113f2206bb	26	48	(~ (~ v0 + v1) & (~ v0 + v1) + (~ v0 + v1) | (-0x1) * (~ v0 + v1)) + (v0 | ~ v0)	v1 + (-0x2) + (-0x1) * v0 + (-0x1) * (v0 + 0x1 + (-0x1) * v1 & (-0x2) + 0x2 * v1 + (-0x2) * v0) + (-0x1) * (v1 + (-0x1) + (-0x1) * v0 & (-0x2) + 0x2 * v1 + (-0x2) * v0) + (v0 + 0x1 + (-0x1) * v1 & v1 + (-0x1) + (-0x1) * v0 & (-0x2) + 0x2 * v1 + (-0x2) * v0)
loki_tiny.csv	16073	1	edge1_ordinary_p7e_loki_tiny_csv_16073	ordinary	p7e	6eb8567fc108a341	6eb8567fc108a341	efd16b0e52f717e1	47fec94d57e1cc5e	48	48	v1 + (-0x2) + (-0x1) * v0 + (-0x1) * (v0 + 0x1 + (-0x1) * v1 & (-0x2) + 0x2 * v1 + (-0x2) * v0) + (-0x1) * (v1 + (-0x1) + (-0x1) * v0 & (-0x2) + 0x2 * v1 + (-0x2) * v0) + (v0 + 0x1 + (-0x1) * v1 & v1 + (-0x1) + (-0x1) * v0 & (-0x2) + 0x2 * v1 + (-0x2) * v0)	v1 + (-0x2) + (-0x1) * v0 + (-0x1) * (v0 + 0x1 + (-0x1) * v1 & (-0x2) + 0x2 * v1 + (-0x2) * v0) + (-0x1) * (v1 + (-0x1) + (-0x1) * v0 & (-0x2) + 0x2 * v1 + (-0x2) * v0) + (v0 + 0x1 + (-0x1) * v1 & v1 + (-0x1) + (-0x1) * v0 & (-0x2) + 0x2 * v1 + (-0x2) * v0)
loki_tiny.csv	16073	2	edge2_p9l_loki_tiny_csv_16073	p7e	retained	6eb8567fc108a341	a4cfaed11e2fee97	05183d93af5c9bab	06273048670e612c	48	4	v1 + (-0x2) + (-0x1) * v0 + (-0x1) * (v0 + 0x1 + (-0x1) * v1 & (-0x2) + 0x2 * v1 + (-0x2) * v0) + (-0x1) * (v1 + (-0x1) + (-0x1) * v0 & (-0x2) + 0x2 * v1 + (-0x2) * v0) + (v0 + 0x1 + (-0x1) * v1 & v1 + (-0x1) + (-0x1) * v0 & (-0x2) + 0x2 * v1 + (-0x2) * v0)	v0 + (-0x1) * v1
loki_tiny.csv	17380	0	edge0_source_ordinary_loki_tiny_csv_17380	source	ordinary	1c2d1fee3e47421c	fae114f48be88635	9d2bccd942478892	51802d6f11983a69	76	40	v0 + ~ (~ ((-0x1) * (v0 + ((-0x1) * (v0 + (-0x1) * v1) | v0 + (-0x1) * v1 & (-0x1) * (v0 + (-0x1) * v1 | v1)) & v1) | (-0x1) * (v0 + ((-0x1) * (v0 + (-0x1) * v1) | v0 + (-0x1) * v1 & (-0x1) * (v0 + (-0x1) * v1 | v1)) & v1) & ~ ((-0x1) * (v0 + ((-0x1) * (v0 + (-0x1) * v1) | v0 + (-0x1) * v1 & (-0x1) * (v0 + (-0x1) * v1 | v1)) & v1))))	v0 + (-0x1) * (v1 & v1 + (-0x1) * (v0 + (-0x1) * v1 & v1 + (-0x1) * v0 & (-0x1) * v0 + (v1 & v0 + (-0x1) * v1)) + (v0 + (-0x1) * v1 & (-0x1) * v0 + (v1 & v0 + (-0x1) * v1)))
loki_tiny.csv	17380	1	edge1_ordinary_p7e_loki_tiny_csv_17380	ordinary	p7e	fae114f48be88635	fae114f48be88635	1b2dbf741dbb2941	20992414a492393e	40	40	v0 + (-0x1) * (v1 & v1 + (-0x1) * (v0 + (-0x1) * v1 & v1 + (-0x1) * v0 & (-0x1) * v0 + (v1 & v0 + (-0x1) * v1)) + (v0 + (-0x1) * v1 & (-0x1) * v0 + (v1 & v0 + (-0x1) * v1)))	v0 + (-0x1) * (v1 & v1 + (-0x1) * (v0 + (-0x1) * v1 & v1 + (-0x1) * v0 & (-0x1) * v0 + (v1 & v0 + (-0x1) * v1)) + (v0 + (-0x1) * v1 & (-0x1) * v0 + (v1 & v0 + (-0x1) * v1)))
loki_tiny.csv	17380	2	edge2_p9l_loki_tiny_csv_17380	p7e	retained	fae114f48be88635	a4cfaed11e2fee97	0c0918dad3ea67fb	eb9ed84de719e498	40	4	v0 + (-0x1) * (v1 & v1 + (-0x1) * (v0 + (-0x1) * v1 & v1 + (-0x1) * v0 & (-0x1) * v0 + (v1 & v0 + (-0x1) * v1)) + (v0 + (-0x1) * v1 & (-0x1) * v0 + (v1 & v0 + (-0x1) * v1)))	v0 + (-0x1) * v1
loki_tiny.csv	17524	0	edge0_source_ordinary_loki_tiny_csv_17524	source	ordinary	c4157435951ad5aa	2cabb893a92579ac	96f107f052155337	2825cdf81b30a910	42	21	~ (v0 + (-0x1) * ((-0x1) * ~ v0 + ~ (~ (v0 & (v0 ^ ~ v0)) + v1 & (-0x1) * ~ (~ (~ (v0 & (v0 ^ ~ v0)) + v1 & (-0x1) * (~ (v0 & (v0 ^ ~ v0)) + v1))))))	(-0x1) + (-0x1) * ((-0x1) * (v0 + 0x1 + (-0x1) * v1 & v1 + (-0x1) + (-0x1) * v0) & v1 + (-0x1) + (-0x1) * v0)
loki_tiny.csv	17524	1	edge1_ordinary_p7e_loki_tiny_csv_17524	ordinary	p7e	2cabb893a92579ac	2cabb893a92579ac	fa2122f301e10a6b	cd9c0c1b5d6d2de4	21	21	(-0x1) + (-0x1) * ((-0x1) * (v0 + 0x1 + (-0x1) * v1 & v1 + (-0x1) + (-0x1) * v0) & v1 + (-0x1) + (-0x1) * v0)	(-0x1) + (-0x1) * ((-0x1) * (v0 + 0x1 + (-0x1) * v1 & v1 + (-0x1) + (-0x1) * v0) & v1 + (-0x1) + (-0x1) * v0)
loki_tiny.csv	17524	2	edge2_p9l_loki_tiny_csv_17524	p7e	retained	2cabb893a92579ac	a4cfaed11e2fee97	ae722304f26b8b24	d5e71af1292bf19b	21	4	(-0x1) + (-0x1) * ((-0x1) * (v0 + 0x1 + (-0x1) * v1 & v1 + (-0x1) + (-0x1) * v0) & v1 + (-0x1) + (-0x1) * v0)	v0 + (-0x1) * v1
loki_tiny.csv	17578	0	edge0_source_ordinary_loki_tiny_csv_17578	source	ordinary	b5ad2221e750b54c	e1ed809cd68fe74f	d8386299f0dd07f2	e5c58313cdb2648f	34	21	(-0x1) * ((-0x1) * (v0 + v0) + ((-0x1) * (v0 + v0) + ((v0 + v0 & (-0x1) * ~ (~ (v0 + v0 & (-0x1) * (v0 + v0)))) + (v0 + v1)) & v0 + v1))	0x2 * v0 + (-0x1) * (v0 + v1 & v1 + (-0x1) * v0 + (0x2 * v0 & (-0x1) * (0x2 * v0 & (-0x2) * v0)))
loki_tiny.csv	17578	1	edge1_ordinary_p7e_loki_tiny_csv_17578	ordinary	p7e	e1ed809cd68fe74f	e1ed809cd68fe74f	22712c47ee1e2405	30dc88a02d221d5a	21	21	0x2 * v0 + (-0x1) * (v0 + v1 & v1 + (-0x1) * v0 + (0x2 * v0 & (-0x1) * (0x2 * v0 & (-0x2) * v0)))	0x2 * v0 + (-0x1) * (v0 + v1 & v1 + (-0x1) * v0 + (0x2 * v0 & (-0x1) * (0x2 * v0 & (-0x2) * v0)))
loki_tiny.csv	17578	2	edge2_p9l_loki_tiny_csv_17578	p7e	retained	e1ed809cd68fe74f	a4cfaed11e2fee97	0fdfb97dc7434a21	80180631eb8c5baa	21	4	0x2 * v0 + (-0x1) * (v0 + v1 & v1 + (-0x1) * v0 + (0x2 * v0 & (-0x1) * (0x2 * v0 & (-0x2) * v0)))	v0 + (-0x1) * v1
